,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
63,2020-04-28,"Clinical determinants for fatality of 44,672 patients with COVID-19",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187660/,Critical Care,,,,,,,,OR 1.69,1.48,1.92,<0.01,Significant,Not Adjusted,"Extracted RR, Calculated OR",,Case series,44672,"Chinese center for disease control and prevention (44,672 laboratory confirmed cases updated through February 11, 2020, [2])",,N,N
64,2020-04-27,Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7196305/,Theranostics,OR 1.69,0.98,2.94,0.06,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,421,Jiangsu province between 10 January and 18 February 2020.,,Y,N
65,2020-04-27,Estimating Survival of Hospitalized COVID-19 Patients from Admission Information,http://doi.org/10.1101/2020.04.22.20075416,medrxiv,,,,,,,,OR 1.22,1.07,1.39,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,5233,"Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up",,N,Y
66,2020-04-27,Risk factors for predicting mortality in elderly patients with COVID-19: a review of clinical data in China,https://doi.org/10.1016/j.mad.2020.111255,Mechanisms of Ageing and Development,,,,,,,,OR 1.19,0.62,2.26,0.61,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,154,"Most cases were reported in Hubei (40 cases), followed by Shanghai (33 cases) and Henan (10 cases)",,N,N
67,2020-04-25,Association between rRT-PCR test results upon admission and outcome in hospitalized chest CT-Positive COVID-19 patients; a provincial retrospective cohort with active follow-up,10.1101/2020.04.21.20074641,medrxiv,,,,,,,,OR 1.16,0.74,1.81,0.51,Not Significant,Adjusted,Extracted,"Age, ICU admission, PCR test results, admission week, number of comorbidities, cardiovascular disease, chronic lung disease, diabetes, chronic kidney disease, immunodeficiency, hypertension",Retrospective observational study,1197,"Qazvin province hospitals Feb 20-March 11, 2020",,N,N
68,2020-04-24,"COVID-19 in Iran, a comprehensive investigation from exposure to treatment outcomes",https://doi.org/10.1101/2020.04.20.20072421,medrxiv,OR 0.98,0.3,3.2,0.98,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,100,"YAS hospital affiliated to Tehran University of Medical Sciences from Feb 22 to March 5, 2020",,Y,N
69,2020-04-24,No Clear Benefit to the Use of Corticosteroid as Treatment in Adult Patients with Coronavirus Disease 2019 : A Retrospective Cohort Study,http://doi.org/10.1101/2020.04.21.20066258,medrxiv,OR 2.43,1.15,5.14,0.02,,,,,,,,,,,,Retrospective observational study,115,"Third People’s Hospital of Hubei Province between Jan 18, 2020, and Feb 28, 2020",,N,N
70,2020-04-24,Higher mortality in men from COVID19 infection-understanding the factors that drive the differences between the biological sexes.,https://doi.org/10.1101/2020.04.19.20062174,medrxiv,,,,,,,,OR 1.84,1.8,1.88,<0.01,Significant,Not Adjusted,Extracted,,Retrospective observational study,451261,Global Health 5050 COVID-19 data tracker,,N,N
71,2020-04-23,Clinical Characteristics of Hospitalized Covid-19 Patients in New York City,http://medrxiv.org/cgi/content/short/2020.04.19.20062117v1?rss=1,MedRxiv,,,,,,,,OR 1.22,0.93,1.6,0.14,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,2199,"Mount Sinai Hospital located in East Harlem, Manhattan; Mount Sinai Morningside located in Morningside Heights, Manhattan; Mount Sinai West located in Midtown and the West Side, Manhattan; Mount Sinai Brooklyn located in Midwood, Brooklyn; and Mount Sinai Queens located in Astoria, Queens from Feb 27, 2020 to Apr 2, 2020",,N,Y
72,2020-04-23,Impaired type I interferon activity and exacerbated inflammatory responses in severe Covid-19 patients,https://www.medrxiv.org/content/10.1101/2020.04.19.20068015v1,medrxiv,OR 2.42,0.6,9.68,0.21,,,,,,,,,,,,Retrospective observational study,50,Fifty patients with diagnosis of COVID-19 according to WHO interim guidance and positive SARS-CoV-2 RT-PCR testing on a respiratory sample (nasopharyngeal swab or invasive respiratory sample),,N,N
73,2020-04-22,Impact of blood analysis and immune function on the prognosis of patients with COVID-19,http://doi.org/10.1101/2020.04.16.20067587,medRxiv,,,,,,,,OR 3.18,0.82,12.4,0.09,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,85,COVID-19 pneumonia patients admitted to Third Batch of Chongqing Medical Aid Team from 4 February 2020 to 16 February 2020,,N,N
74,2020-04-21,Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology],https://doi.org/10.1016/j.jcv.2020.104378,Journal of Clinical Virology,,,,,,,,OR 1.45,1.08,1.96,0.01,Significant,Not Adjusted,Extracted,,Retrospective observational study,2968,"Baqiyatallah hospital from 19 February 2020, to 15 April 2020",,N,N
75,2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,medRxiv,,,,,,,,HR 0.96,0.61,1.5,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",,N,N
76,2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,,,,,,,,,AHR 1.35,0.8,2.25,,Not Significant,Adjusted,Extracted,"Age, gender, symptom duration prior to presentation, hypertension, cardiovascular disease, COPD and/or interstitial lung disease, chronic kidney disease, diabetes, BMI >= 35, IL-6, D-dimer",Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",,N,N
77,2020-04-19,Early prediction of mortality risk among severe COVID-19 patients using machine learning,https://doi.org/10.1101/2020.04.13.20064329,no data provided,,,,,,,,OR 2.83,1.47,5.42,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,256,"Severe COVID-19 patients only from Sino-French New City Branch of Tongji Hospital from Jan 28 to March 11, 2020",,N,N
78,2020-04-17,Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.,https://doi.org/10.1148/radiol.2020201433,Radiology,OR 0.91,0.51,1.65,0.76,,,,,,,,,,,,Retrospective observational study,236,"Italy, Emergency department admissions with CT results",,Y,N
79,2020-04-17,Clinical Characteristics of Covid-19 in New York City,doi.org/10.1056/nejmc2010419,New England Journal of Medicine,OR 1.94,1.24,3.04,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,393,"2 hospitals in Manhattan from March 3 - March 27, 2020",,Y,N
80,2020-04-17,Association between ABO blood groups and clinical outcome of coronavirus disease 2019: Evidence from two cohorts,http://doi.org/10.1101/2020.04.15.20063107,medRxiv,OR 0.74,0.31,1.78,0.5,Not Significant,Not Adjusted,Calculated,OR 0.50,0.19,1.33,0.17,Not Significant,Not Adjusted,Calculated,"age, sex, and medical history",Retrospective observational study,234,"Patients with mild symptoms from Xi’an, Beijing, and Wuhan and patients who are critically ill from Xi'an and Wuhan (from a total of 5 hospitals), enrolled from February 5 to March 20, 2027",,Y,N
81,2020-04-17,The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171478/,Deutsches Arzeblatt International,OR 0.74,0.23,2.39,0.62,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,50,Aachen University Hospital during the period between February and March 2020,,Y,N
82,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,https://doi.org/10.1101/2020.04.13.20063545,medRxiv,HR 1.4,1.2,1.6,,Significant,Not Adjusted,Extracted,HR 1.6,1.2,2.1,,Significant,Not Adjusted,Extracted,,Retrospective observational study,2653,"All symptomatic patients who tested positive in Reggio from February 27 to April 2, 2020.",,N,N
83,2020-04-16,Cardiovascular Diseases and COVID-19 Mortality and Intensive Care Unit Admission: A Systematic Review and Meta-analysis [medrxiv],https://doi.org/10.1101/2020.04.12.20062869,medRxiv,,,,,,,,OR 1.61,1.16,2.23,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,16 studies enrolling 3473 patients,"PubMed, Embase, Cochrane Library, Scopus, Web of Science as well as medRxiv pre-print database, Google Scholar and journal websites were searched",,Y,N
84,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,http://doi.org/10.1101/2020.04.13.20063545,,,,,,,,,HR 1.6,1.2,2.1,,Significant,Not Adjusted,Extracted,,Retrospective observational study,2362,"All patients in Reggio Emilia, Italiy from Feb 27 to April 2, 2029",5/6/2020,N,N
85,2020-04-15,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]",https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(20)30217-2/pdf,Clinical Microbiology and Infection,OR 1.20,0.87,1.64,0.26,Not Significant,Not Adjusted,Calculated,OR 1.63,0.72,3.68,0.24,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,663,"Renmin Hospital of Wuhan University from January 11th to February 6th, 2020",,N,N
86,2020-04-14,"Associations of clinical characteristics and antiviral drugs with viral RNA clearance in patients with COVID-19 in Guangzhou, China: a retrospective cohort study [medrxiv]",https://doi.org/10.1101/2020.04.09.20058941,medRxiv,OR 1.69,0.89,3.21,0.11,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,284,Guangzhou Eighth People’s Hospital between 20th January 2020 and 15th March 2020,,N,N
87,2020-04-14,Clinical characteristics and prognosis in cancer patients with COVID-19: A single center's retrospective study,https://doi.org/10.1016/j.jinf.2020.04.006,,OR 0.7,0.19,2.58,0.59,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1380,"Renmin Hospital of Wuhan University from January 1, 2020 to March 30, 2020",,N,N
88,2020-04-13,"Suppressed T cell-mediated immunity in patients with COVID-19: a clinical retrospective study in Wuhan, China First Authors",doi.org/10.1016/j.jinf.2020.04.012,Journal of Infection,OR 2.20,1.16,4.17,0.02,Significant,Not Adjusted,Calculated,OR 1.52,0.66,3.52,0.33,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,187,"Hubei Provincial Hospital of traditional Chinese and Western Medicine from Dec 26, 2019 to Mar 1,2020",,Y,N
89,2020-04-12,The clinical course and its correlated immune status in COVID-19 pneumonia,http://doi.org/10.1016/j.jcv.2020.104361,Journal of Clinical Virology,OR: 2.56,1.41,4.65,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,204,"Renmin Hospital of Wuhan University between January 10.2020 and February 13,2020",,N,N
90,2020-04-12,Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan,http://doi.org/10.1016/j.jaci.2020.04.006,Journal of Allergy and Clinical Immunology,AHR 1.72,1.05,2.82,0.02,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,548,"Sino-French New City Branch of Tongji Hospital, Huazhong University of Science and 161 Technology in Wuhan from January 26, 2020 to February 5, 2025",4/20/2020,N,N
91,2020-04-12,Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan Risk factors for severity and mortality in adult COVID-19 1 inpatients in Wuhan,http://doi.org/10.1016/j.jaci.2020.04.006,Journal of Allergy and Clinical Immunology,HR 1.96,1.24,3.11,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,548,"Sino-French New City Branch of Tongji Hospital, Huazhong University of Science and 161 Technology in Wuhan from January 26, 2020 to February 5, 2024",,N,N
92,2020-04-12,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,http://doi.org/10.1101/2020.04.08.20057541,medRxiv,AOR 1.05,1.03,1.07,<0.01,Significant,Adjusted,Extracted,,,,,,,,"Hypertension, AECI/ARB therapy",Retrospective observational study,564,"Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People’s Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China from January 17, 2020 to February 28, 2020.",4/20/2020,N,N
93,2020-04-11,Blood glucose is a representative of the clustered indicators of multi-organ injury for predicting mortality of COVID-19 in Wuhan China,https://doi.org/10.1101/2020.04.08.20058040,medRxiv,OR 2.45,0.9,6.65,0.08,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,69,"Wuhan Union Hospital (Wuhan, China) and Beijing Tongren Hospital (Beijing, China) from January 5 29, 2020, to March 20, 2020",,Y,N
94,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with",http://doi.org/10.1101/2020.04.08.20057794,medRxiv,OR 0.99,0.74,1.33,0.95,Not Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,4103,"Single-center study in  New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2027",4/21/2020,Y,N
95,2020-04-11,"Prediction of the clinical outcome of COVID-19 patients using T lymphocyte subsets with 340 cases from Wuhan, China: a retrospective cohort study and a web visualization tool",http://doi.org/10.1101/2020.04.06.20056127,medRxiv,,,,,,,,OR 0.74,0.34,1.59,0.44,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,340,"Wuhan Pulmonary Hospital from January 31 to March 8, 2020",4/26/2020,N,Y
96,2020-04-11,Key to successful treatment of COVID-19: accurate identification of severe risks and early intervention of disease progression,http://doi.org/10.1101/2020.04.06.20054890,medRxiv,OR 2.22,0.89,5.54,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,97,"Fifth Affiliated Hospital of Sun Yat-sen University from January 17, 2020 to March 10, 2020",,N,N
97,2020-04-11,Blood glucose is a representative of the clustered indicators of multi-organ injury for predicting mortality of COVID-19 in Wuhan China,https://doi.org/10.1101/2020.04.08.20058040,medRxiv,OR 0.89,0.33,2.36,0.81,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,69,"Wuhan Union Hospital (Wuhan, China) and Beijing Tongren Hospital (Beijing, China) from January 5 29, 2020, to March 20, 2020",,N,N
98,2020-04-11,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,http://doi.org/10.1101/2020.04.08.20057540,medRxiv,OR 1.06,1.04,1.08,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,564,"Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People’s Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China from January 17, 2020 to February 28, 2020.",4/20/2020,N,N
99,2020-04-10,Compassionate Use of Remdesivir for Patients with Severe Covid-19,doi.org/10.1056/NEJMoa2007016,New England Journal of Medicine,OR 1.78,0.5,6.37,0.38,,,,,,,,,,,,Prospective observational study,53,"patients who received remdesivir during the period from January 25, 2020, through March 7, 2020, and have clinical data for at least 1 subsequent day",,Y,N
