date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,AHR=1.35,1.13,1.62,,Significant,Adjusted,Extracted,Age; Gender; Address; Clinical Severity,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",N,N,"['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']",,1.35,0,0,"Date: 2020-05-25. Study: Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences. Study Link: http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=1.35. Fatality lower bound : 1.13. Fatality upper bound: 1.62. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age; Gender; Address; Clinical Severity. Study Type: Retrospective observational study. Sample Size: 18465. Study Population: Hubei Province as of February 27,2020 followed up to March 7, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.35. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']. "
2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,AHR=1.65,1.37,1.97,,Significant,Adjusted,Extracted,Age; Gender,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",N,N,"['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']",,1.65,0,0,"Date: 2020-05-25. Study: Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences. Study Link: http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=1.65. Fatality lower bound : 1.37. Fatality upper bound: 1.97. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age; Gender. Study Type: Retrospective observational study. Sample Size: 18465. Study Population: Hubei Province as of February 27,2020 followed up to March 7, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.65. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']. "
2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,AHR=1.66,1.39,1.99,,Significant,Adjusted,Extracted,Age,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",N,N,"['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']",,1.66,0,0,"Date: 2020-05-25. Study: Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences. Study Link: http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=1.66. Fatality lower bound : 1.39. Fatality upper bound: 1.99. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age. Study Type: Retrospective observational study. Sample Size: 18465. Study Population: Hubei Province as of February 27,2020 followed up to March 7, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.66. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']. "
2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,HR=3.25,2.71,3.89,,Significant,Not Adjusted,Extracted,,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",N,N,"['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']",,3.25,0,0,"Date: 2020-05-25. Study: Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences. Study Link: http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR=3.25. Fatality lower bound : 2.71. Fatality upper bound: 3.89. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 18465. Study Population: Hubei Province as of February 27,2020 followed up to March 7, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 3.25. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['preprint', 'patients', 'comorbidities', 'license', 'medrxiv']. "
2020-05-23,Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.,https://doi.org/10.1002/oby.22913,Obesity,,,,,,AOR 1.3,0.7,2.6,0.44,Not Significant,Adjusted,Extracted,"age decile, male sex, CAD, CHF, HTN, DM, hyperlipidemia, CKD, history of cancer, smoking (past or present), BMI 30 - 40 kg/m2, BMI  40 kg/m2 and race",Retrospective observational study,572,"Age < 50, New York City between March 1st and May 17th, 2020",N,Y,[],,1.3,0,0,"Date: 2020-05-23. Study: Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.. Study Link: https://doi.org/10.1002/oby.22913. Journal: Obesity. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AOR 1.3. Fatality lower bound : 0.7. Fatality upper bound: 2.6. Fatality p-value: 0.44. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: age decile, male sex, CAD, CHF, HTN, DM, hyperlipidemia, CKD, history of cancer, smoking (past or present), BMI 30 - 40 kg/m2, BMI  40 kg/m2 and race. Study Type: Retrospective observational study. Sample Size: 572. Study Population: Age < 50, New York City between March 1st and May 17th, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.3. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-23,Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.,https://doi.org/10.1002/oby.22913,Obesity,,,,,,AOR 1.4,1.2,1.7,<0.01,Significant,Adjusted,Extracted,"age decile, male sex, CAD, CHF, HTN, DM, hyperlipidemia, CKD, history of cancer, smoking (past or present), BMI 30 - 40 kg/m2, BMI  40 kg/m2 and race",Retrospective observational study,2834,"Age > 50, New York City between March 1st and May 17th, 2020",N,Y,[],,1.4,0,0,"Date: 2020-05-23. Study: Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.. Study Link: https://doi.org/10.1002/oby.22913. Journal: Obesity. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AOR 1.4. Fatality lower bound : 1.2. Fatality upper bound: 1.7. Fatality p-value: <0.01. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: age decile, male sex, CAD, CHF, HTN, DM, hyperlipidemia, CKD, history of cancer, smoking (past or present), BMI 30 - 40 kg/m2, BMI  40 kg/m2 and race. Study Type: Retrospective observational study. Sample Size: 2834. Study Population: Age > 50, New York City between March 1st and May 17th, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.4. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-22,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,https://doi.org/10.1136/bmj.m1966,BMJ,AOR=1.23,0.99,1.5,0.06,Not Significant,AHR=1.01,0.85,1.21,0.87,Not Significant,Adjusted,Extracted,Vital signs; Laboratory results,Retrospective observational study,990,"NYU Langone Health between March 1, 2020 to April 8, 2020",Y,N,"['hospital', 'patients', 'illness', 'disease', 'critical']",1.23,1.01,0,0,"Date: 2020-05-22. Study: Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study. Study Link: https://doi.org/10.1136/bmj.m1966. Journal: BMJ. Severe: AOR=1.23. Severe Lower Bound: 0.99. Severe Upper Bound: 1.5. Severe p-value: 0.06. Severe Significant: Not Significant. Fatalyty : AHR=1.01. Fatality lower bound : 0.85. Fatality upper bound: 1.21. Fatality p-value: 0.87. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Vital signs; Laboratory results. Study Type: Retrospective observational study. Sample Size: 990. Study Population: NYU Langone Health between March 1, 2020 to April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.23. Fatality_number: 1.01. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['hospital', 'patients', 'illness', 'disease', 'critical']. "
2020-05-22,Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),http://medrxiv.org/cgi/content/short/2020.05.18.20103390v1?rss=1,MedRxiv,RR 1.13,1.03,1.24,,Significant,RR 1.19,1.01,1.4,,Significant,Adjusted,Extracted,"age, sex, race/ethnicity, smoker, hypertension, obesity, diabetes, chronic lung disease, cardiovascular disease, neurologic disease, renal disease, immunosuppression, hematologic disorders, and rheumatologic or autoimmune disease",Retrospective observational study,2490,"114 counties located in 14 states 113 (California, Colorado, Connecticut, Georgia, Iowa, Maryland, Michigan, Minnesota, New Mexico, New 114 York, Ohio, Oregon, Tennessee, and Utah)",Y,N,"['preprint', 'na', 'covid', 'patients', 'disease']",1.13,1.19,0,0,"Date: 2020-05-22. Study: Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET). Study Link: http://medrxiv.org/cgi/content/short/2020.05.18.20103390v1?rss=1. Journal: MedRxiv. Severe: RR 1.13. Severe Lower Bound: 1.03. Severe Upper Bound: 1.24. Severe p-value: nan. Severe Significant: Significant. Fatalyty : RR 1.19. Fatality lower bound : 1.01. Fatality upper bound: 1.4. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: age, sex, race/ethnicity, smoker, hypertension, obesity, diabetes, chronic lung disease, cardiovascular disease, neurologic disease, renal disease, immunosuppression, hematologic disorders, and rheumatologic or autoimmune disease. Study Type: Retrospective observational study. Sample Size: 2490. Study Population: 114 counties located in 14 states 113 (California, Colorado, Connecticut, Georgia, Iowa, Maryland, Michigan, Minnesota, New Mexico, New 114 York, Ohio, Oregon, Tennessee, and Utah). Critical Only: Y. Discharged vs Death: N.Severe_number: 1.13. Fatality_number: 1.19. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['preprint', 'na', 'covid', 'patients', 'disease']. "
2020-05-22,Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),http://medrxiv.org/cgi/content/short/2020.05.18.20103390v1?rss=1,MedRxiv,RR 1.20,1.08,1.34,,Significant,RR 1.44,1.2,1.72,,Significant,Not Adjusted,Extracted,,Retrospective observational study,2490,"113 counties located in 14 states 113 (California, Colorado, Connecticut, Georgia, Iowa, Maryland, Michigan, Minnesota, New Mexico, New 114 York, Ohio, Oregon, Tennessee, and Utah)",Y,N,"['preprint', 'na', 'covid', 'patients', 'disease']",1.2,1.44,0,0,"Date: 2020-05-22. Study: Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET). Study Link: http://medrxiv.org/cgi/content/short/2020.05.18.20103390v1?rss=1. Journal: MedRxiv. Severe: RR 1.20. Severe Lower Bound: 1.08. Severe Upper Bound: 1.34. Severe p-value: nan. Severe Significant: Significant. Fatalyty : RR 1.44. Fatality lower bound : 1.2. Fatality upper bound: 1.72. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 2490. Study Population: 113 counties located in 14 states 113 (California, Colorado, Connecticut, Georgia, Iowa, Maryland, Michigan, Minnesota, New Mexico, New 114 York, Ohio, Oregon, Tennessee, and Utah). Critical Only: Y. Discharged vs Death: N.Severe_number: 1.2. Fatality_number: 1.44. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['preprint', 'na', 'covid', 'patients', 'disease']. "
2020-05-22,Association of Diabetes Mellitus with Disease Severity and Prognosis in COVID-19: A Retrospective Cohort Study,https://doi.org/10.1016/j.diabres.2020.108227,Diabetes Res Clin Pract,,,,,,AHR=2.80,1.01,7.8,<0.05,Significant,Adjusted,Extracted,Age,Retrospective observational study,258,"West Court of Union Hospital of Huazhong University of Science and Technology from January 29 to February 12, 2020",N,N,['redirecting'],,2.8,0,0,"Date: 2020-05-22. Study: Association of Diabetes Mellitus with Disease Severity and Prognosis in COVID-19: A Retrospective Cohort Study. Study Link: https://doi.org/10.1016/j.diabres.2020.108227. Journal: Diabetes Res Clin Pract. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=2.80. Fatality lower bound : 1.01. Fatality upper bound: 7.8. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age. Study Type: Retrospective observational study. Sample Size: 258. Study Population: West Court of Union Hospital of Huazhong University of Science and Technology from January 29 to February 12, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 2.8. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-05-22,Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.,https://doi.org/10.1136/bmj.m1985,BMJ,,,,,,HR=1.06,0.99,1.14,0.09,Not Significant,Adjusted,Extracted,Age; Sex: Major Comorbidity,Prospective observational study,20133,"208 acute care hospitals in England, Wales, and Scotland between 6 February and 19 April 2020",N,N,"['patients', 'hospital', 'care', 'data', 'study']",,1.06,0,0,"Date: 2020-05-22. Study: Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.. Study Link: https://doi.org/10.1136/bmj.m1985. Journal: BMJ. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR=1.06. Fatality lower bound : 0.99. Fatality upper bound: 1.14. Fatality p-value: 0.09. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age; Sex: Major Comorbidity. Study Type: Prospective observational study. Sample Size: 20133. Study Population: 208 acute care hospitals in England, Wales, and Scotland between 6 February and 19 April 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.06. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'hospital', 'care', 'data', 'study']. "
2020-05-22,Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.,https://doi.org/10.1002/jmv.26050,Journal of medical virology,,,,,,OR=1.97,1.67,2.31,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,12 studies enrolling 4315 patients,"PubMed, Google scholar, Web of Science, and China National Knowledge Infrastructure (CNKI) between January 1, 2020 and April 24, 2020 without language restriction",N,N,[],,1.97,0,0,"Date: 2020-05-22. Study: Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.. Study Link: https://doi.org/10.1002/jmv.26050. Journal: Journal of medical virology. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR=1.97. Fatality lower bound : 1.67. Fatality upper bound: 2.31. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 12 studies enrolling 4315 patients. Study Population: PubMed, Google scholar, Web of Science, and China National Knowledge Infrastructure (CNKI) between January 1, 2020 and April 24, 2020 without language restriction. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.97. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-20,COVID-19 in Liver Transplant Recipients: An Initial Experience from the U.S. Epicenter,https://www.sciencedirect.com/science/article/pii/S001650852034703X?v=s5,Gastroenterology,OR 1.40,0.28,7.02,0.68,Not Significant,,,,,,,,,Retrospective observational study,38,"Liver transplant patients at Mount Sinai Hospital from March 18, 2020 to April 13, 2020",N,N,[],1.4,,0,0,"Date: 2020-05-20. Study: COVID-19 in Liver Transplant Recipients: An Initial Experience from the U.S. Epicenter. Study Link: https://www.sciencedirect.com/science/article/pii/S001650852034703X?v=s5. Journal: Gastroenterology. Severe: OR 1.40. Severe Lower Bound: 0.28. Severe Upper Bound: 7.02. Severe p-value: 0.68. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 38. Study Population: Liver transplant patients at Mount Sinai Hospital from March 18, 2020 to April 13, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 1.4. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-20,Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study,https://www.england.nhs.uk/wp-content/uploads/2020/05/valabhji-COVID-19-and-Diabetes-Paper-1.pdf,NHS England,,,,,,AOR 2.01,1.96,2.07,<0.01,Significant,Adjusted,Extracted,"age, sex, deprivation, ethnicity, region, heart disease, cerebrovascular disease, heart failure, diabetes",Retrospective observational study,61414470,"All individuals registered with a GP practice in England and alive on the 19th February; data extracted on May 11, 2020.",N,N,[],,2.01,0,0,"Date: 2020-05-20. Study: Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study. Study Link: https://www.england.nhs.uk/wp-content/uploads/2020/05/valabhji-COVID-19-and-Diabetes-Paper-1.pdf. Journal: NHS England. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AOR 2.01. Fatality lower bound : 1.96. Fatality upper bound: 2.07. Fatality p-value: <0.01. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: age, sex, deprivation, ethnicity, region, heart disease, cerebrovascular disease, heart failure, diabetes. Study Type: Retrospective observational study. Sample Size: 61414470. Study Population: All individuals registered with a GP practice in England and alive on the 19th February; data extracted on May 11, 2020.. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 2.01. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-19,Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.13.20100495v1?rss=1,MedRxiv,OR=2.06,0.77,5.5,0.15,Not Significant,OR=1.89,1.07,3.36,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,4 studies enrolling 407 patients,"PubMed from January 1 until April 19, 2020",Y,N,"['vs', 'preprint', 'yes', 'license', 'medrxiv']",2.06,1.89,0,0,"Date: 2020-05-19. Study: Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis. Study Link: http://medrxiv.org/cgi/content/short/2020.05.13.20100495v1?rss=1. Journal: MedRxiv. Severe: OR=2.06. Severe Lower Bound: 0.77. Severe Upper Bound: 5.5. Severe p-value: 0.15. Severe Significant: Not Significant. Fatalyty : OR=1.89. Fatality lower bound : 1.07. Fatality upper bound: 3.36. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 4 studies enrolling 407 patients. Study Population: PubMed from January 1 until April 19, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.06. Fatality_number: 1.89. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['vs', 'preprint', 'yes', 'license', 'medrxiv']. "
2020-05-19,Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19,https://www.ncbi.nlm.nih.gov/pubmed/32423368/,Otolaryngol Head Neck Surg,OR 1.60,1.06,2.41,<0.05,Significant,,,,,,,,,Retrospective observational study,486,"Ten hospitals in the Chicago metropolitan area from March 1, 2020 to April 8, 2020",Y,N,"['patients', 'intubation', 'factors', 'age', 'intubated']",1.6,,0,0,"Date: 2020-05-19. Study: Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32423368/. Journal: Otolaryngol Head Neck Surg. Severe: OR 1.60. Severe Lower Bound: 1.06. Severe Upper Bound: 2.41. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 486. Study Population: Ten hospitals in the Chicago metropolitan area from March 1, 2020 to April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.6. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'intubation', 'factors', 'age', 'intubated']. "
2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,AHR=1.31,0.81,2.1,,Not Significant,Adjusted,Extracted,Age; Male sex; Symptom duration before hospital presentation; Hypertension; Chronic cardiac disease; COPD or interstitial lung disease; Diabetes; IL-6; D-dimer,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",N,N,[],,1.31,0,0,"Date: 2020-05-19. Study: Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study. Study Link: https://www.sciencedirect.com/science/article/pii/S0140673620311892. Journal: Lancet. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=1.31. Fatality lower bound : 0.81. Fatality upper bound: 2.1. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age; Male sex; Symptom duration before hospital presentation; Hypertension; Chronic cardiac disease; COPD or interstitial lung disease; Diabetes; IL-6; D-dimer. Study Type: Prospective observational study. Sample Size: 257. Study Population: NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.31. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,HR=1.65,1.11,2.44,,Significant,Not Adjusted,Extracted,,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",N,N,[],,1.65,0,0,"Date: 2020-05-19. Study: Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study. Study Link: https://www.sciencedirect.com/science/article/pii/S0140673620311892. Journal: Lancet. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR=1.65. Fatality lower bound : 1.11. Fatality upper bound: 2.44. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 257. Study Population: NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.65. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,AOR=1.26,0.58,2.73,0.56,Not Significant,AOR=1.16,0.55,2.44,0.7,Not Significant,Adjusted,Extracted,Sex; Age (quartiles); BMI<25; BMI>35; Diabetes; Current/former smoker; Hyperlipidemia; Obstructive sleep apnea (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD),Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",Y,N,"['cases', 'clusters', 'transmission', 'community', 'covid']",1.26,1.16,0,0,"Date: 2020-05-16. Study: Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32422233/. Journal: Metabolism. Severe: AOR=1.26. Severe Lower Bound: 0.58. Severe Upper Bound: 2.73. Severe p-value: 0.56. Severe Significant: Not Significant. Fatalyty : AOR=1.16. Fatality lower bound : 0.55. Fatality upper bound: 2.44. Fatality p-value: 0.7. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Sex; Age (quartiles); BMI<25; BMI>35; Diabetes; Current/former smoker; Hyperlipidemia; Obstructive sleep apnea (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD). Study Type: Retrospective observational study. Sample Size: 200. Study Population: Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 1.26. Fatality_number: 1.16. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'clusters', 'transmission', 'community', 'covid']. "
