date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026",http://doi.org/10.1101/2020.05.01.20087126,medrxiv,,,,,,AOR 2.55,1.03,6.33,<0.01,Significant,Adjusted,Extracted,"Age, Obesity, D-Dimer, CRP",Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",N,Y,[],,2.55,0,0,"Date: 2020-05-01. Study: Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026. Study Link: http://doi.org/10.1101/2020.05.01.20087126. Journal: medrxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AOR 2.55. Fatality lower bound : 1.03. Fatality upper bound: 6.33. Fatality p-value: <0.01. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age, Obesity, D-Dimer, CRP. Study Type: Retrospective observational study. Sample Size: 279. Study Population: Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 2.55. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026",http://doi.org/10.1101/2020.05.01.20087125,medrxiv,,,,,,OR 2.08,0.96,4.51,0.07,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",N,Y,[],,2.08,0,0,"Date: 2020-05-01. Study: Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026. Study Link: http://doi.org/10.1101/2020.05.01.20087125. Journal: medrxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 2.08. Fatality lower bound : 0.96. Fatality upper bound: 4.51. Fatality p-value: 0.07. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 279. Study Population: Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 2.08. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-06,30-day mortality in patients hospitalized with COVID-19 during the first wave of the Italian epidemic: a prospective cohort study,https://doi.org/10.1101/2020.05.02.20088336,MedRxiv,,,,,,OR 2.38,1.11,5.1,0.03,Significant,Not Adjusted,Calculated,,Prospective observational study,233,"Luigi Sacco Hospital in Milan, Italy, between 21 February (the day the first patients were hospitalised) to 19 March 2020; the observation of the cohort was censored on 20 April 2020",N,N,"['author', 'find', 'sacco', 'italy', 'luigi']",,2.38,0,0,"Date: 2020-05-06. Study: 30-day mortality in patients hospitalized with COVID-19 during the first wave of the Italian epidemic: a prospective cohort study. Study Link: https://doi.org/10.1101/2020.05.02.20088336. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 2.38. Fatality lower bound : 1.11. Fatality upper bound: 5.1. Fatality p-value: 0.03. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 233. Study Population: Luigi Sacco Hospital in Milan, Italy, between 21 February (the day the first patients were hospitalised) to 19 March 2020; the observation of the cohort was censored on 20 April 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 2.38. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'find', 'sacco', 'italy', 'luigi']. "
2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.95,1.11,3.42,<0.05,Significant,,,,,,,,"Age, Gender, African American race, Hispanic ethnicity, Obesity, Hypertension, Diabetes Mellitus, Elixhauser comorbidity score, Prior myocardial infarcion or heart failure, Prior COPD or asthma, ACE inhibitor use, Angiotensin receptor blocker use",Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",Y,N,"['author', 'md', 'find', 'center', 'medical']",1.95,,0,0,"Date: 2020-05-05. Study: Pre-Existing Characteristics Associated with Covid-19 Illness Severity. Study Link: https://doi.org/10.1101/2020.04.29.20084533. Journal: MedRxiv. Severe: AOR 1.95. Severe Lower Bound: 1.11. Severe Upper Bound: 3.42. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age, Gender, African American race, Hispanic ethnicity, Obesity, Hypertension, Diabetes Mellitus, Elixhauser comorbidity score, Prior myocardial infarcion or heart failure, Prior COPD or asthma, ACE inhibitor use, Angiotensin receptor blocker use. Study Type: Retrospective observational study. Sample Size: 442. Study Population: Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.95. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'md', 'find', 'center', 'medical']. "
2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.96,1.19,3.24,<0.05,Significant,,,,,,,,"Age, Gender",Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",Y,N,"['author', 'md', 'find', 'center', 'medical']",1.96,,0,0,"Date: 2020-05-05. Study: Pre-Existing Characteristics Associated with Covid-19 Illness Severity. Study Link: https://doi.org/10.1101/2020.04.29.20084533. Journal: MedRxiv. Severe: AOR 1.96. Severe Lower Bound: 1.19. Severe Upper Bound: 3.24. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age, Gender. Study Type: Retrospective observational study. Sample Size: 442. Study Population: Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.96. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'md', 'find', 'center', 'medical']. "
2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,https://doi.org/10.1101/2020.04.28.20075788,MedRxiv,,,,,,OR 0.68,1.26,0.63,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,3273,Mount Sinai Health System from 2/24/2020 to 4/15/2020,N,N,"['author', 'medicine', 'find', 'mount', 'sinai']",,0.68,0,1,"Date: 2020-05-04. Study: Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes. Study Link: https://doi.org/10.1101/2020.04.28.20075788. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 0.68. Fatality lower bound : 1.26. Fatality upper bound: 0.63. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 3273. Study Population: Mount Sinai Health System from 2/24/2020 to 4/15/2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 0.68. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['author', 'medicine', 'find', 'mount', 'sinai']. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=2.14,0.58,7.88,0.25,Not Significant,,,,,,,,Age; Race; Gender,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],2.14,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=2.14. Severe Lower Bound: 0.58. Severe Upper Bound: 7.88. Severe p-value: 0.25. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.14. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=2.27,0.59,8.83,0.24,Not Significant,,,,,,,,Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],2.27,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=2.27. Severe Lower Bound: 0.59. Severe Upper Bound: 8.83. Severe p-value: 0.24. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.27. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=2.56,0.64,10.1,0.1,Not Significant,,,,,,,,Age; Race; Gender,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],2.56,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=2.56. Severe Lower Bound: 0.64. Severe Upper Bound: 10.1. Severe p-value: 0.1. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.56. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=2.65,0.64,10.95,0.18,Not Significant,,,,,,,,Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],2.65,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=2.65. Severe Lower Bound: 0.64. Severe Upper Bound: 10.95. Severe p-value: 0.18. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.65. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=5.39,1.13,25.64,<0.05,Significant,,,,,,,,Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],5.39,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=5.39. Severe Lower Bound: 1.13. Severe Upper Bound: 25.64. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 5.39. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=6.16,1.42,26.66,<0.05,Significant,,,,,,,,Age; Race; Gender,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],6.16,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=6.16. Severe Lower Bound: 1.42. Severe Upper Bound: 26.66. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 6.16. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),OR=1.87,0.55,6.35,0.32,Not Significant,,,,,,,,,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],1.87,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: OR=1.87. Severe Lower Bound: 0.55. Severe Upper Bound: 6.35. Severe p-value: 0.32. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.87. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),OR=2.80,0.75,10.48,0.13,Not Significant,,,,,,,,,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],2.8,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: OR=2.80. Severe Lower Bound: 0.75. Severe Upper Bound: 10.48. Severe p-value: 0.13. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.8. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),OR=3.02,0.85,10.74,0.09,Not Significant,,,,,,,,,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],3.02,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: OR=3.02. Severe Lower Bound: 0.85. Severe Upper Bound: 10.74. Severe p-value: 0.09. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.02. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-29,"Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals",https://doi.org/10.1101/2020.04.25.20079251,medrxiv,OR 1.33,1.04,1.7,,,,,,,,,,,Retrospective observational study,2618948,"UK and US-based COVID Symptom Tracker App users (through April 21, 2020)",Y,N,"['author', 'find', 'london', 'search', 'google']",1.33,,0,0,"Date: 2020-04-29. Study: Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals. Study Link: https://doi.org/10.1101/2020.04.25.20079251. Journal: medrxiv. Severe: OR 1.33. Severe Lower Bound: 1.04. Severe Upper Bound: 1.7. Severe p-value: nan. Severe Significant: nan. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 2618948. Study Population: UK and US-based COVID Symptom Tracker App users (through April 21, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 1.33. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'find', 'london', 'search', 'google']. "
2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,medRxiv,,,,,,HR 0.74,0.43,1.27,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",N,N,"['new', 'author', 'york', 'ny', 'medicine']",,0.74,0,0,"Date: 2020-04-20. Study: Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study. Study Link: http://doi.org/10.1101/2020.04.15.20067157. Journal: medRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR 0.74. Fatality lower bound : 0.43. Fatality upper bound: 1.27. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 257. Study Population: Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 0.74. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['new', 'author', 'york', 'ny', 'medicine']. "
2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,,,,,,,AHR 0.94,0.55,1.77,,Not Significant,Adjusted,Extracted,"Age, gender, symptom duration prior to presentation, hypertension, cardiovascular disease, COPD and/or interstitial lung disease, chronic kidney disease, diabetes, BMI >= 35, IL-6, D-dimer",Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",N,N,"['new', 'author', 'york', 'ny', 'medicine']",,0.94,0,0,
2020-04-19,Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease,https://doi.org/10.1016/j.metabol.2020.154244,Metabolism,OR 5.77,1.19,27.91,0.03,Significant,,,,,,,,,Retrospective observational study,66,Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.,N,N,['redirecting'],5.77,,0,0,Date: 2020-04-19. Study: Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease. Study Link: https://doi.org/10.1016/j.metabol.2020.154244. Journal: Metabolism. Severe: OR 5.77. Severe Lower Bound: 1.19. Severe Upper Bound: 27.91. Severe p-value: 0.03. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 66. Study Population: Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.. Critical Only: N. Discharged vs Death: N.Severe_number: 5.77. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. 
2020-04-19,Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease,https://doi.org/10.1016/j.metabol.2020.154244,Metabolism,AOR 6.25,1.23,31.71,0.03,Significant,,,,,,,,"Age, gender",Retrospective observational study,66,Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.,N,N,['redirecting'],6.25,,0,0,"Date: 2020-04-19. Study: Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease. Study Link: https://doi.org/10.1016/j.metabol.2020.154244. Journal: Metabolism. Severe: AOR 6.25. Severe Lower Bound: 1.23. Severe Upper Bound: 31.71. Severe p-value: 0.03. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age, gender. Study Type: Retrospective observational study. Sample Size: 66. Study Population: Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.. Critical Only: N. Discharged vs Death: N.Severe_number: 6.25. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-04-19,Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease,https://doi.org/10.1016/j.metabol.2020.154244,Metabolism,AOR 6.32,1.16,34.54,0.03,Significant,,,,,,,,"Age, gender, smoking status, type 2 diabetes, hypertension, dyslipidemia",Retrospective observational study,66,Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.,N,N,['redirecting'],6.32,,0,0,"Date: 2020-04-19. Study: Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease. Study Link: https://doi.org/10.1016/j.metabol.2020.154244. Journal: Metabolism. Severe: AOR 6.32. Severe Lower Bound: 1.16. Severe Upper Bound: 34.54. Severe p-value: 0.03. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age, gender, smoking status, type 2 diabetes, hypertension, dyslipidemia. Study Type: Retrospective observational study. Sample Size: 66. Study Population: Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.. Critical Only: N. Discharged vs Death: N.Severe_number: 6.32. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-04-17,Clinical Characteristics of Covid-19 in New York City,doi.org/10.1056/nejmc2010419,New England Journal of Medicine,OR 1.64,1.06,2.54,0.03,Significant,,,,,,,,,Retrospective observational study,393,"2 hospitals in Manhattan from March 3 - March 27, 2020",Y,N,[],1.64,,0,0,"Date: 2020-04-17. Study: Clinical Characteristics of Covid-19 in New York City. Study Link: doi.org/10.1056/nejmc2010419. Journal: New England Journal of Medicine. Severe: OR 1.64. Severe Lower Bound: 1.06. Severe Upper Bound: 2.54. Severe p-value: 0.03. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 393. Study Population: 2 hospitals in Manhattan from March 3 - March 27, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.64. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
